TEAM_ID,TIME_STAMPING,PACKET_COUNT,ALTITUDE,PRESSURE,TEMP,VOLTAGE,GNSS_TIME,GNSS_LATITUDE,GNSS_LONGITUDE,GNSS_ALTITUDE,GNSS_SATS,ACCELEROMETER_DATA,GYRO_SPIN_RATE,FLIGHT_SOFTWARE_STATE,OPTIONAL_DATA
2026-INSPACe-CAN-7USAT-020,1786198017,365,0.0,101325,35.0,8.20,12:00:00,28.61985,77.20662,0.0,8,0.00;0.00;9.81,0.0,LANDED,8.8;2.7;24.0|43671|26|44.8
2026-INSPACe-CAN-7USAT-020,1786198018,366,0.0,101325,35.0,8.20,12:00:00,28.61985,77.20662,0.0,8,0.00;0.00;9.81,0.0,LANDED,-12.4;-15.4;13.4|47808|55|42.0
2026-INSPACe-CAN-7USAT-020,1786198019,367,0.0,101325,35.0,8.20,12:00:00,28.61985,77.20662,0.0,8,0.00;0.00;9.81,0.0,LANDED,-17.3;14.0;7.5|43908|26|47.6
2026-INSPACe-CAN-7USAT-020,1786198020,368,0.0,101325,35.0,8.20,12:00:00,28.61985,77.20662,0.0,8,0.00;0.00;9.81,0.0,LANDED,1.8;-20.5;2.8|45975|23|43.3
2026-INSPACe-CAN-7USAT-020,1786198021,369,0.0,101325,35.0,8.20,12:00:00,28.61985,77.20662,0.0,8,0.00;0.00;9.81,0.0,LANDED,13.0;21.6;10.8|47071|39|43.8
2026-INSPACe-CAN-7USAT-020,1786198022,370,0.0,101325,35.0,8.20,12:00:00,28.61985,77.20662,0.0,8,0.00;0.00;9.81,0.0,LANDED,3.2;13.3;21.1|49095|49|40.3
2026-INSPACe-CAN-7USAT-020,1786198023,371,0.0,101325,35.0,8.20,12:00:00,28.61985,77.20662,0.0,8,0.00;0.00;9.81,0.0,LANDED,-11.8;-10.2;-8.2|42905|40|40.9
2026-INSPACe-CAN-7USAT-020,1786198024,372,0.0,101325,35.0,8.20,12:00:00,28.61985,77.20662,0.0,8,0.00;0.00;9.81,0.0,LANDED,-1.1;-10.2;24.7|49092|39|46.0
2026-INSPACe-CAN-7USAT-020,1786198025,373,0.0,101325,35.0,8.20,12:00:00,28.61985,77.20662,0.0,8,0.00;0.00;9.81,0.0,LANDED,17.2;-14.9;-16.1|48446|54|41.7
2026-INSPACe-CAN-7USAT-020,1786198026,374,0.0,101325,35.0,8.20,12:00:00,28.61985,77.20662,0.0,8,0.00;0.00;9.81,0.0,LANDED,4.9;14.6;-18.8|46364|42|42.5
2026-INSPACe-CAN-7USAT-020,1786198027,375,0.0,101325,35.0,8.20,12:00:00,28.61985,77.20662,0.0,8,0.00;0.00;9.81,0.0,LANDED,-18.6;-15.5;14.0|46728|43|45.5
2026-INSPACe-CAN-7USAT-020,1786198028,376,0.0,101325,35.0,8.20,12:00:00,28.61985,77.20662,0.0,8,0.00;0.00;9.81,0.0,LANDED,-2.3;24.9;-24.9|49847|44|40.8
2026-INSPACe-CAN-7USAT-020,1786198029,377,0.0,101325,35.0,8.20,12:00:00,28.61985,77.20662,0.0,8,0.00;0.00;9.81,0.0,LANDED,21.9;-19.8;-17.3|41174|27|40.9
2026-INSPACe-CAN-7USAT-020,1786198030,378,0.0,101325,35.0,8.20,12:00:00,28.61985,77.20662,0.0,8,0.00;0.00;9.81,0.0,LANDED,-14.4;-5.7;-18.3|41216|36|40.9
2026-INSPACe-CAN-7USAT-020,1786198031,379,0.0,101325,35.0,8.20,12:00:00,28.61985,77.20662,0.0,8,0.00;0.00;9.81,0.0,LANDED,0.9;20.6;-11.5|45419|64|49.7
2026-INSPACe-CAN-7USAT-020,1786198032,380,0.0,101325,35.0,8.20,12:00:00,28.61985,77.20662,0.0,8,0.00;0.00;9.81,0.0,LANDED,20.4;-2.8;17.0|45695|57|43.6
2026-INSPACe-CAN-7USAT-020,1786198033,381,0.0,101325,35.0,8.20,12:00:00,28.61985,77.20662,0.0,8,0.00;0.00;9.81,0.0,LANDED,-5.5;12.4;11.5|40254|53|42.6
2026-INSPACe-CAN-7USAT-020,1786198034,382,0.0,101325,35.0,8.20,12:00:00,28.61985,77.20662,0.0,8,0.00;0.00;9.81,0.0,LANDED,21.1;22.9;-23.2|46166|40|49.0
2026-INSPACe-CAN-7USAT-020,1786198035,383,0.0,101325,35.0,8.20,12:00:00,28.61985,77.20662,0.0,8,0.00;0.00;9.81,0.0,LANDED,-17.0;-23.2;14.9|47939|24|45.0
2026-INSPACe-CAN-7USAT-020,1786198036,384,0.0,101325,35.0,8.20,12:00:00,28.61985,77.20662,0.0,8,0.00;0.00;9.81,0.0,LANDED,1.0;4.2;17.4|46122|54|47.3
2026-INSPACe-CAN-7USAT-020,1786198037,385,0.0,101325,35.0,8.20,12:00:00,28.61985,77.20662,0.0,8,0.00;0.00;9.81,0.0,LANDED,24.6;11.8;-21.9|49522|48|40.3
2026-INSPACe-CAN-7USAT-020,1786198038,386,0.0,101325,35.0,8.20,12:00:00,28.61985,77.20662,0.0,8,0.00;0.00;9.81,0.0,LANDED,-13.1;-13.5;-11.4|45999|38|47.9
2026-INSPACe-CAN-7USAT-020,1786198039,387,0.0,101325,35.0,8.20,12:00:00,28.61985,77.20662,0.0,8,0.00;0.00;9.81,0.0,LANDED,-2.9;-4.9;5.0|47680|25|42.6
2026-INSPACe-CAN-7USAT-020,1786198040,388,0.0,101325,35.0,8.20,12:00:00,28.61985,77.20662,0.0,8,0.00;0.00;9.81,0.0,LANDED,-18.2;-13.4;-14.3|41038|50|45.4
2026-INSPACe-CAN-7USAT-020,1786198041,389,0.0,101325,35.0,8.20,12:00:00,28.61985,77.20662,0.0,8,0.00;0.00;9.81,0.0,LANDED,-2.7;-7.8;14.4|41379|58|45.2
2026-INSPACe-CAN-7USAT-020,1786198043,390,0.0,101325,35.0,8.20,12:00:00,28.61985,77.20662,0.0,8,0.00;0.00;9.81,0.0,LANDED,-24.1;15.6;-20.2|41328|38|41.4
2026-INSPACe-CAN-7USAT-020,1786198044,391,0.0,101325,35.0,8.20,12:00:00,28.61985,77.20662,0.0,8,0.00;0.00;9.81,0.0,LANDED,-9.8;14.1;3.8|43762|56|47.1
2026-INSPACe-CAN-7USAT-020,1786198045,392,0.0,101325,35.0,8.20,12:00:00,28.61985,77.20662,0.0,8,0.00;0.00;9.81,0.0,LANDED,0.7;16.2;-18.5|42718|28|45.8
2026-INSPACe-CAN-7USAT-020,1786198046,393,0.0,101325,35.0,8.20,12:00:00,28.61985,77.20662,0.0,8,0.00;0.00;9.81,0.0,LANDED,-11.2;-17.6;-13.1|43269|48|47.6
2026-INSPACe-CAN-7USAT-020,1786198047,394,0.0,101325,35.0,8.20,12:00:00,28.61985,77.20662,0.0,8,0.00;0.00;9.81,0.0,LANDED,13.9;17.9;24.6|43547|58|43.5
2026-INSPACe-CAN-7USAT-020,1786198048,395,0.0,101325,35.0,8.20,12:00:00,28.61985,77.20662,0.0,8,0.00;0.00;9.81,0.0,LANDED,-24.1;20.1;-13.1|41785|58|48.4
2026-INSPACe-CAN-7USAT-020,1786198049,396,0.0,101325,35.0,8.20,12:00:00,28.61985,77.20662,0.0,8,0.00;0.00;9.81,0.0,LANDED,-18.3;-8.8;-0.4|44494|25|47.8
2026-INSPACe-CAN-7USAT-020,1786198050,397,0.0,101325,35.0,8.20,12:00:00,28.61985,77.20662,0.0,8,0.00;0.00;9.81,0.0,LANDED,15.9;5.7;19.7|43448|22|44.6
2026-INSPACe-CAN-7USAT-020,1786198051,398,0.0,101325,35.0,8.20,12:00:00,28.61985,77.20662,0.0,8,0.00;0.00;9.81,0.0,LANDED,15.2;-22.5;3.5|40632|38|48.2
2026-INSPACe-CAN-7USAT-020,1786198052,399,0.0,101325,35.0,8.20,12:00:00,28.61985,77.20662,0.0,8,0.00;0.00;9.81,0.0,LANDED,5.0;-24.1;10.5|43613|31|43.0
2026-INSPACe-CAN-7USAT-020,1786198053,400,0.0,101325,35.0,8.20,12:00:00,28.61985,77.20662,0.0,8,0.00;0.00;9.81,0.0,LANDED,-16.0;-7.3;13.9|40151|63|46.7
2026-INSPACe-CAN-7USAT-020,1786198054,401,0.0,101325,35.0,8.20,12:00:00,28.61985,77.20662,0.0,8,0.00;0.00;9.81,0.0,LANDED,-2.3;15.2;24.4|47367|28|40.4
2026-INSPACe-CAN-7USAT-020,1786199060,1,0.0,101325,35.0,8.20,12:00:00,28.61390,77.20900,0.0,8,0.00;0.00;9.81,0.0,PRE-FLIGHT,25.0;-12.3;-22.5|48366|22|46.6
2026-INSPACe-CAN-7USAT-020,1786199061,2,0.0,101325,35.0,8.20,12:00:00,28.61390,77.20900,0.0,8,0.00;0.00;9.81,0.0,PRE-FLIGHT,-15.7;17.9;-7.7|49043|55|48.5
2026-INSPACe-CAN-7USAT-020,1786199062,3,0.0,101325,35.0,8.20,12:00:00,28.61390,77.20900,0.0,8,0.00;0.00;9.81,0.0,PRE-FLIGHT,17.8;-18.9;19.2|41945|29|40.3
2026-INSPACe-CAN-7USAT-020,1786199063,4,0.0,101325,35.0,8.20,12:00:00,28.61390,77.20900,0.0,8,0.00;0.00;9.81,0.0,PRE-FLIGHT,7.1;16.7;0.4|49339|31|42.0
2026-INSPACe-CAN-7USAT-020,1786199064,5,0.0,101325,35.0,8.20,12:00:00,28.61390,77.20900,0.0,8,0.00;0.00;9.81,0.0,PRE-FLIGHT,12.3;-24.6;13.4|44900|59|45.7
2026-INSPACe-CAN-7USAT-020,1786199065,6,0.0,101325,35.0,8.20,12:00:00,28.61390,77.20900,0.0,8,0.00;0.00;9.81,0.0,PRE-FLIGHT,-1.7;18.1;2.6|41933|34|44.0
2026-INSPACe-CAN-7USAT-020,1786199066,7,0.0,101325,35.0,8.20,12:00:00,28.61390,77.20900,0.0,8,0.00;0.00;9.81,0.0,PRE-FLIGHT,12.0;3.3;16.5|48363|37|45.3
2026-INSPACe-CAN-7USAT-020,1786199067,8,0.0,101325,35.0,8.20,12:00:00,28.61390,77.20900,0.0,8,0.00;0.00;9.81,0.0,PRE-FLIGHT,16.2;24.8;-10.5|44890|28|43.7
2026-INSPACe-CAN-7USAT-020,1786199068,9,0.0,101325,35.0,8.20,12:00:00,28.61390,77.20900,0.0,8,0.00;0.00;9.81,0.0,PRE-FLIGHT,14.6;17.0;17.0|45479|60|49.9
2026-INSPACe-CAN-7USAT-020,1786199069,10,0.0,101325,35.0,8.20,12:00:00,28.61390,77.20900,0.0,8,0.00;0.00;9.81,0.0,PRE-FLIGHT,-9.3;-23.7;9.8|49864|53|41.3
2026-INSPACe-CAN-7USAT-020,1786199070,11,25.0,101025,34.8,8.20,12:00:00,28.61395,77.20898,25.0,8,0.36;-9.19;25.50,61.2,ASCENT,22.5;5.4;-19.9|41830|47|48.5
2026-INSPACe-CAN-7USAT-020,1786199071,12,50.0,100725,34.7,8.20,12:00:00,28.61400,77.20896,50.0,8,-7.68;2.31;25.50,86.7,ASCENT,24.4;-13.0;-10.4|49979|63|45.6
2026-INSPACe-CAN-7USAT-020,1786199072,13,75.0,100425,34.5,8.20,12:00:00,28.61405,77.20894,75.0,8,-6.35;-6.75;25.50,68.2,ASCENT,-4.7;24.4;8.1|43283|27|49.4
2026-INSPACe-CAN-7USAT-020,1786199073,14,100.0,100125,34.4,8.20,12:00:00,28.61410,77.20892,100.0,8,3.96;-0.71;25.50,36.2,ASCENT,-13.2;11.7;15.5|43439|28|40.3
2026-INSPACe-CAN-7USAT-020,1786199074,15,125.0,99825,34.2,8.20,12:00:00,28.61415,77.20890,125.0,8,8.34;7.11;25.50,3.2,ASCENT,-4.5;5.2;3.6|46842|64|44.0
2026-INSPACe-CAN-7USAT-020,1786199075,16,150.0,99525,34.0,8.20,12:00:00,28.61420,77.20888,150.0,8,5.66;-8.35;25.50,74.3,ASCENT,20.3;7.3;-4.6|40464|27|46.3
2026-INSPACe-CAN-7USAT-020,1786199076,17,175.0,99225,33.9,8.20,12:00:00,28.61425,77.20886,175.0,8,-0.79;-8.83;25.50,88.6,ASCENT,0.1;-0.8;17.8|41142|47|40.7
2026-INSPACe-CAN-7USAT-020,1786199077,18,200.0,98925,33.7,8.20,12:00:00,28.61430,77.20884,200.0,8,-4.57;-7.56;25.50,18.6,ASCENT,2.4;0.3;-18.6|46182|38|49.9
2026-INSPACe-CAN-7USAT-020,1786199078,19,225.0,98625,33.5,8.20,12:00:00,28.61435,77.20882,225.0,8,9.06;0.37;25.50,22.9,ASCENT,-22.3;24.6;-20.9|44674|30|40.2
2026-INSPACe-CAN-7USAT-020,1786199079,20,250.0,98325,33.4,8.20,12:00:00,28.61440,77.20880,250.0,8,1.05;6.38;25.50,1.7,ASCENT,11.7;3.7;-14.9|44292|61|47.6
2026-INSPACe-CAN-7USAT-020,1786199080,21,275.0,98025,33.2,8.20,12:00:00,28.61445,77.20878,275.0,8,-3.14;8.72;25.50,53.4,ASCENT,-1.6;10.9;7.1|42457|23|49.9
2026-INSPACe-CAN-7USAT-020,1786199081,22,300.0,97725,33.0,8.20,12:00:00,28.61450,77.20876,300.0,8,-4.71;-1.35;25.50,12.6,ASCENT,5.9;-11.6;-23.5|44706|57|41.3
2026-INSPACe-CAN-7USAT-020,1786199082,23,325.0,97425,32.9,8.20,12:00:00,28.61455,77.20874,325.0,8,3.21;3.88;25.50,46.5,ASCENT,-20.0;-8.3;-8.0|41773|50|46.9
2026-INSPACe-CAN-7USAT-020,1786199083,24,350.0,97125,32.7,8.20,12:00:00,28.61460,77.20872,350.0,8,6.03;0.16;25.50,50.1,ASCENT,-10.7;-1.0;7.1|43994|59|44.1
2026-INSPACe-CAN-7USAT-020,1786199084,25,375.0,96825,32.6,8.20,12:00:00,28.61465,77.20870,375.0,8,2.50;-2.31;25.50,27.9,ASCENT,17.7;-16.1;17.1|42209|57|46.4
2026-INSPACe-CAN-7USAT-020,1786199085,26,400.0,96525,32.4,8.20,12:00:00,28.61470,77.20868,400.0,8,2.83;6.57;25.50,34.0,ASCENT,14.3;-23.0;3.0|40288|58|42.4
2026-INSPACe-CAN-7USAT-020,1786199086,27,425.0,96225,32.2,8.20,12:00:00,28.61475,77.20866,425.0,8,5.78;-0.13;25.50,72.3,ASCENT,16.8;-20.8;-4.5|48754|40|45.2
2026-INSPACe-CAN-7USAT-020,1786199087,28,450.0,95925,32.1,8.20,12:00:00,28.61480,77.20864,450.0,8,-7.53;1.64;25.50,79.8,ASCENT,2.6;18.3;-5.9|49931|60|46.4
2026-INSPACe-CAN-7USAT-020,1786199088,29,475.0,95625,31.9,8.20,12:00:00,28.61485,77.20862,475.0,8,4.58;-5.67;25.50,75.1,ASCENT,17.3;-11.3;-5.0|41474|21|44.0
2026-INSPACe-CAN-7USAT-020,1786199090,30,500.0,95325,31.8,8.20,12:00:00,28.61490,77.20860,500.0,8,6.40;2.08;25.50,7.7,ASCENT,14.6;0.9;7.2|46572|55|44.1
2026-INSPACe-CAN-7USAT-020,1786199091,31,525.0,95025,31.6,8.20,12:00:00,28.61495,77.20858,525.0,8,-9.87;5.21;25.50,4.7,ASCENT,22.5;8.7;-17.8|40728|64|45.6
2026-INSPACe-CAN-7USAT-020,1786199092,32,550.0,94725,31.4,8.20,12:00:00,28.61500,77.20856,550.0,8,1.24;-0.15;25.50,46.6,ASCENT,-18.6;4.7;-23.5|44298|36|43.8
2026-INSPACe-CAN-7USAT-020,1786199093,33,575.0,94425,31.3,8.20,12:00:00,28.61505,77.20854,575.0,8,-1.80;-4.15;25.50,64.5,ASCENT,3.8;10.9;13.3|41982|41|41.6
2026-INSPACe-CAN-7USAT-020,1786199094,34,600.0,94125,31.1,8.20,12:00:00,28.61510,77.20852,600.0,8,0.26;1.81;25.50,33.3,ASCENT,13.2;23.6;15.9|40082|29|45.8
2026-INSPACe-CAN-7USAT-020,1786199095,35,625.0,93825,30.9,8.20,12:00:00,28.61515,77.20850,625.0,8,3.70;6.19;25.50,48.1,ASCENT,-4.5;-24.6;12.3|48008|60|48.1
2026-INSPACe-CAN-7USAT-020,1786199096,36,650.0,93525,30.8,8.20,12:00:00,28.61520,77.20848,650.0,8,-7.33;-4.63;25.50,66.7,ASCENT,1.1;19.3;20.2|44976|62|42.9
2026-INSPACe-CAN-7USAT-020,1786199097,37,675.0,93225,30.6,8.20,12:00:00,28.61525,77.20846,675.0,8,-7.52;4.79;25.50,14.8,ASCENT,11.5;10.9;6.9|45323|28|46.5
2026-INSPACe-CAN-7USAT-020,1786199098,38,700.0,92925,30.4,8.20,12:00:00,28.61530,77.20844,700.0,8,-4.81;8.05;25.50,55.5,ASCENT,-17.3;-5.1;-22.1|48460|42|43.2
2026-INSPACe-CAN-7USAT-020,1786199099,39,725.0,92625,30.3,8.20,12:00:00,28.61535,77.20842,725.0,8,5.83;0.04;25.50,12.8,ASCENT,-5.5;-2.4;-18.4|43722|27|42.5
2026-INSPACe-CAN-7USAT-020,1786199100,40,717.0,92721,30.3,8.20,12:00:00,28.61540,77.20840,717.0,8,1.39;9.44;10.36,62.3,DESCENT,9.7;5.8;3.4|40122|26|46.1
2026-INSPACe-CAN-7USAT-020,1786199101,41,709.0,92817,30.4,8.20,12:00:00,28.61545,77.20838,709.0,8,6.43;4.99;9.70,8.1,DESCENT,-0.5;21.5;1.5|45572|34|48.2
2026-INSPACe-CAN-7USAT-020,1786199102,42,701.0,92913,30.4,8.20,12:00:00,28.61550,77.20836,701.0,8,-6.70;0.43;10.58,62.2,DESCENT,-1.9;-11.1;-23.7|40148|65|43.4
2026-INSPACe-CAN-7USAT-020,1786199103,43,693.0,93009,30.5,8.20,12:00:00,28.61555,77.20834,693.0,8,0.51;6.88;11.37,49.2,DESCENT,-21.8;-5.9;-8.3|40890|32|47.3
2026-INSPACe-CAN-7USAT-020,1786199104,44,685.0,93105,30.5,8.20,12:00:00,28.61560,77.20832,685.0,8,-2.99;2.25;9.50,49.1,DESCENT,-12.2;23.2;15.1|46892|24|40.2
2026-INSPACe-CAN-7USAT-020,1786199105,45,677.0,93201,30.6,8.20,12:00:00,28.61565,77.20830,677.0,8,-7.76;3.76;11.06,6.0,DESCENT,-20.2;-18.5;10.4|47881|62|40.5
2026-INSPACe-CAN-7USAT-020,1786199106,46,669.0,93297,30.7,8.20,12:00:00,28.61570,77.20828,669.0,8,-8.94;2.21;9.16,53.1,DESCENT,-8.2;15.4;-24.0|43320|48|45.2
2026-INSPACe-CAN-7USAT-020,1786199107,47,661.0,93393,30.7,8.20,12:00:00,28.61575,77.20826,661.0,8,7.58;4.07;10.35,30.3,DESCENT,-8.6;-10.0;13.3|45348|47|42.4
2026-INSPACe-CAN-7USAT-020,1786199108,48,653.0,93489,30.8,8.20,12:00:00,28.61580,77.20824,653.0,8,-9.36;4.37;9.23,87.3,DESCENT,-22.6;1.9;15.6|47305|36|43.6
2026-INSPACe-CAN-7USAT-020,1786199109,49,645.0,93585,30.8,8.20,12:00:00,28.61585,77.20822,645.0,8,-4.97;0.63;11.05,9.6,DESCENT,12.7;4.1;-0.7|40030|56|44.1
2026-INSPACe-CAN-7USAT-020,1786199110,50,637.0,93681,30.9,8.20,12:00:00,28.61590,77.20820,637.0,8,7.38;-3.22;10.13,85.0,DESCENT,22.2;13.2;5.3|47449|29|43.8
2026-INSPACe-CAN-7USAT-020,1786199111,51,629.0,93777,30.9,8.20,12:00:00,28.61595,77.20818,629.0,8,5.35;7.35;9.66,60.2,DESCENT,5.3;-4.1;23.1|44219|41|48.6
2026-INSPACe-CAN-7USAT-020,1786199112,52,621.0,93873,31.0,8.20,12:00:00,28.61600,77.20816,621.0,8,1.60;-5.76;9.14,18.6,DESCENT,23.3;-14.3;0.5|45500|33|40.0
2026-INSPACe-CAN-7USAT-020,1786199113,53,613.0,93969,31.0,8.20,12:00:00,28.61605,77.20814,613.0,8,-9.73;0.02;8.69,15.8,DESCENT,11.6;-9.8;-14.5|46363|35|41.0
2026-INSPACe-CAN-7USAT-020,1786199114,54,605.0,94065,31.1,8.20,12:00:00,28.61610,77.20812,605.0,8,5.22;-9.94;10.41,48.9,DESCENT,-17.8;2.9;16.4|42223|61|40.5
2026-INSPACe-CAN-7USAT-020,1786199115,55,597.0,94161,31.1,8.20,12:00:00,28.61615,77.20810,597.0,8,3.05;0.17;11.81,2.6,DESCENT,14.3;13.6;1.5|41874|43|40.1
2026-INSPACe-CAN-7USAT-020,1786199116,56,589.0,94257,31.2,8.20,12:00:00,28.61620,77.20808,589.0,8,-6.08;8.40;10.34,35.4,DESCENT,12.4;18.1;13.1|49857|68|49.3
2026-INSPACe-CAN-7USAT-020,1786199117,57,581.0,94353,31.2,8.20,12:00:00,28.61625,77.20806,581.0,8,-7.81;2.75;9.15,18.3,DESCENT,-3.0;9.7;19.3|45614|37|48.8
2026-INSPACe-CAN-7USAT-020,1786199118,58,573.0,94449,31.3,8.20,12:00:00,28.61630,77.20804,573.0,8,-9.88;3.83;10.13,40.2,DESCENT,1.4;-12.4;20.6|45341|59|45.5
2026-INSPACe-CAN-7USAT-020,1786199119,59,565.0,94545,31.3,8.20,12:00:00,28.61635,77.20802,565.0,8,5.53;-7.00;9.79,66.2,DESCENT,-5.0;-19.8;-20.9|48192|42|40.2
2026-INSPACe-CAN-7USAT-020,1786199120,60,557.0,94641,31.4,8.20,12:00:00,28.61640,77.20800,557.0,8,0.58;7.91;11.02,60.9,DESCENT,1.7;-22.0;-12.3|49299|37|40.4
